,content,sentiment
452,"Ok, other then my shoe, the club is cool. Its fun, and its poppin except 4 the ppl tryna dance wit me",happiness
453,Holy crap! It's raining in LA and I don't have a jacket!  oh no.,worry
454,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",worry
455,"@o0hemmy lol hi emmy, latin would help me study for the aptitude tests to get into grad school ;\ thats why i wanna take it",happiness
456,@chrisontv88 btw I am not a wimp,sadness
458,Rejecting all food substances.,worry
459,"@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15.",worry
460,@queenbmakeup i can't add you on myspace girly  it asks for a last name and email,sadness
462,@meghanwong don't think i can take a needle. watched a horribly gory short film on drugs a few months ago. i'm scarred for life.,worry
463,I don't wanna go back to work   sleepy time.,sadness
464,@jprestonian It feels not good.,worry
465,Thinking about getting up for work,worry
466,I was a very naughty girl tonight. dissappointed with myself,worry
467,@rbuerckner That's better than Missy 8 telling me I should be on The Biggest Loser,worry
468,http://bit.ly/3W9w1  NOOOO! he goes for Orlando! OMG  I'm gonna CRY!!!!!!!!,sadness
469,@MyCakesRock  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !,surprise
470,Just saw a fox!  as i was getting on the freeway... I hope it goes home,surprise
471,recapping on britains got talent. britain seems more talented than america,surprise
472,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite",love
473,"@johnpopham Morning John, yes I do, however I have a diary clash and sadly can't attend!",sadness
474,I miss my friend,sadness
475,Yea i just saw this really sad commercial,sadness
476,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,sadness
478,"@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick",love
479,@elephantgravy my new lens isn't working. It worked for a bit and now gives an fEE error,worry
480,Hates having to sleep alone,sadness
481,"back at school again. almost weekend. oh wait, i gotta work from eight to four tonight",worry
482,I loved johnny carson now I'm going to hate seeing jay leno go,sadness
483,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha,sadness
484,doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday,worry
485,@Tiff_Tiff_Marie  I think I do it too much....,worry
486,@razitul ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though,sadness
487,@GQbound I didn't end up really eating  had more snacks. sigh,worry
488,FINALLY...the internet is up. The server is down in Phoenix and it was fucked up.,surprise
489,@Harishk: @krist0ph3r @saurabh sorry guys i have to drop out of the trip... some personal commitments..,worry
490,I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..,sadness
491,@UniqueMakis Awesome! Wish I could fly out to see her,happiness
492,@lunafactor I kinda wish I went with you now!.. I can't fall asleep,sadness
494,"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came...",worry
495,"@heresmyhello92 LOL, very true. Maybe next year. I loooved that siggy, and I don't remember what the password for the mod thing was  Cake?",love
496,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,worry
497,@charleyboorman http://twitpic.com/65623 - OUCH!! That looks so painful,worry
499,@Dakshinamurti Not yet... sorry,sadness
500,All I want to do is sit back &amp; relax for a little while. How can that be this difficult?!,worry
501,@zhenerak I thought I was your best friend?,worry
502,FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited,sadness
503,god i cant even catch public transport. swine flu is shit house,worry
504,"Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang.",worry
505,Hahaha! Alright  ..,love
507,someone take me to LA  I NEED TO SEE THE LEMON TREE,happiness
508,um... so I don't think my text msgs have a &quot;subject line&quot; ... I fail,sadness
509,tummy ache.,sadness
510,Math quiz: If Meow =  but Allergies =   then Meow + Allergies = ?,surprise
511,wants see my friends  ;-) http://plurk.com/p/wxnwa,love
512,"@goddessfleur youre so far away, I don't know what to do....",worry
513,"@hiracdelest who's the one always working now?  oh yeah, still me.",happiness
514,"@askegg I'm sorry, Andrew. I wish there was something I could do...",sadness
515,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol,sadness
516,"@AmandaMallard i'm not at chaseton's either  please don't die, my heart will be really sad",sadness
517,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,happiness
518,@omgjoker o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn't working n e more,worry
519,Very Sad.... please get better Grandma,worry
520,@aannniieee uuuugh  i hate everything,worry
521,Gosh. Today's weather is HOrriTerrible! Extreme hotness. I'm losing a lot of water weight by doing nothing.  - http://tweet.sg,worry
522,"Is taking a moment to reflect...I want my annonymity back,FB!!!!  Is it safe to say anything about someone else to another friend again?",worry
523,"@pastorpeterko Hey Peter, thanks for the follow. So many Sydney pastors tweet!!! Shame no Bris pastors are on Twitter; we're behind.",surprise
524,"aku kbangun gara2 mimpi @manyolitha, very bad dream",surprise
525,@alyssainescruz aww. me too  annoying!!! :|,worry
526,"I can't sleep, this is so darn frustrating.",sadness
528,@stormyamorette just one of those days where loneliness creeps up on you slaps you in the face.,sadness
529,RIP kelly  fucccccck,sadness
530,@RockedByPickler well I don't have vacations so let's NOT go there,worry
531,"I think im being ignored...by my best friend, jake....a) i hate being ignored. b) we all know how things go with him",worry
532,@Anna_Viola love it! By the way I didn't end up having time to go this week  I'm sooooo sorry! Next week for sure!,love
533,Not feeling too good,sadness
534,Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good,sadness
535,Taking a nap after work=no sleep right now. The nap felt soooo good but now it seems like a bad idea,worry
536,is going home... I've seriously had enough,worry
538,i miss oklahomaaaaa  listening to citizen cope til i pass out.,sadness
540,@skyduke478 that makes me sad for you,worry
541,Feels like im going to cough up a lung,worry
542,its funny. i'm kinda sad on my last day,sadness
543,Jenny fell asleep and didn't come over,sadness
544,@thedailysurvey Why do we love those that we cannot have?,worry
545,Wishes you had teased me with movie night,sadness
546,"I lost 4 followers over night, nobody likes me",worry
547,@johneast I've missed one this year(!). It's the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,sadness
548,I want a new phone  I've seen too much cellphone commercials (,worry
549,"@Anime81  I'm soo sad. It's just on the edges of the pages, but it's not gonna come out. *cries*",worry
550,"this time, i really need to shut it.. i'm going to sleep! my head aches badly and i really can't take it..",worry
551,@IvanaE i love it to.. but i knw there gna cut stuff out on tv,sadness
552,@JoannaAngel I do  But Im on a strict diet. . . ugh I feel like if i cheat for one day Ill throw everything up.,sadness
553,"Oh no, hubs is so sick! I hope I don't catch it",worry
555,Ran out of money. I r a sad panda,worry
556,"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave",sadness
557,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,sadness
558,"off to work now, finish about 9pm  booooo.",sadness
559,Wishes you hadn't teased me with movie night,sadness
560,@RitikaKar  http://bit.ly/179jxS But gotta wiat till next week  btw...you from Mumbai itself?,worry
561,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",sadness
562,i have a really bad head ache  gonna go to bed i might be back maybe not bye bye,worry
563,friends from Traveller's Tales held a farewell party for me but I kinda disappointed them that I would still be here until Sep. My fault.,worry
567,should be sleeping.  lost my voice a couple day ago.,sadness
568,I was too sleepy earlier and i didnt get to see matt,sadness
569,big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,love
570,"@bethBABE4 Oh yeah, i'm the poorest person of all. But i shouldnt joke about that, poor other people",worry
571,I just realized I spelled &quot;adorable&quot; wrong when I tweeted @mindykaling she must hate me now,sadness
572,@janesas_mommy oh  well i hope she gets better,worry
573,@jordskkk who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,worry
574,how to have a glowing face? my complexion is always so pale,sadness
575,"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",sadness
576,haven't watched gossip girl in ageeees ! and need one tree hill season 3 . god i'm so slow,worry
579,"@daveockun I hate you , Fleetwood is my favorite band...I'm so jealous  ok I still love you haha",love
580,So wish the Carlton game was on live  stupid channel 7 lol.,surprise
581,"Up early again tomorrow... heading to bed now. I keep saying I'm going to take a midday nap, but it hasn't happened this week yet...",worry
582,i no i no bt i had only been a gamer for like 2 years when i made that attempt  lol yea i luvd F1 to an extent @yellowshirts,love
583,@imjustlalayone  I'm so sorry .. ya gotta let me know! I've been booked all week!,worry
584,@Sashairene hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,happiness
